id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,overview,popularity,genres,production_countries,spoken_languages,cast,director
223601,A Long Story,5,2,Released,10/17/2013,0,89,0,tt2709070,nl,English,1.4,Drama,Netherlands,English,Alos Le Labourier Tiu  Christian Pelissier  lise Pettigrew,Jorien van Nes
264546,A Houseboat to Fall in Love,6,4,Released,9/11/2009,0,88,0,tt1178625,de,English,1.448,TV Movie  Romance  Comedy  Adventure  Family,Germany,Deutsch,Pedro H. Machado  Henrique Domingues,Jorgo Papavassiliou
135962,A Summer in the Mountains,6,2,Released,12/3/2011,0,89,0,tt1992126,de,English,1.523,Drama,Germany,Deutsch,Mike Birbiglia  Jimmy Kimmel,Jorgo Papavassiliou
627816,A Ladder to the Moon,2.7,3,Released,12/19/2019,0,100,0,tt9784954,es,English,0.724,Drama  War,Spain,Espaol,Mike E. Winfield,Jorge Tudanca
747041,A Viagem do Senhor Ulisses,0,0,Released,6/24/2012,0,80,0,tt2208304,pt,English,1.4,Drama,Portugal,Portugus,English,Jorge Queiroga
721963,A Ballad for Dead Children,8,1,Released,3/13/2020,0,80,0,tt23854768,es,English,1.96,Documentary,Colombia,Espaol,English,Jorge Navas
578080,3 al Rescate,4,2,Released,1/6/2011,0,80,0,tt1296149,es,English,1.96,Animation  Adventure,Dominican Republic,Espaol,English,Jorge Morillo
46720,A Guerra dos Rocha,5.3,12,Released,10/10/2008,0,76,0,tt0972378,pt,English,1.852,Comedy,Brazil,Portugus,Li-Yun Tsai  Alec Chia  Jack Yao  Chu Chen-Lung  Wang Ko-Yuan,Jorge Fernando
79854,18 Meals,5.9,18,Released,6/12/2010,0,101,0,tt1671616,es,English,2.913,Drama  Comedy,Spain,Espaol Galego English ,Magnus Sundberg  Christoffer Nordenrot,Jorge Coira
374697,A Ilha dos Ces,5,1,Released,4/20/2017,0,77,0,tt2749334,pt,English,1.533,Adventure,Angola  Portugal,Portugus,Sebastian Howard,Jorge Antnio
597256,A Word to the Wise,0,0,Released,11/8/2017,0,27,0,tt7885128,en,English,0.634,Documentary,Portugal  Solomon Islands  Spain,English,Holly Somerville  Micha Winchester  Isaac Reuben  Anabelle Creagh  Titomi Sodiq-Ajala,Jordi Esgleas Marroi
921616,A Touch of Vengeance,0,0,Released,2/5/2022,0,62,2700,tt11316996,en,English,1.505,Thriller  Action  Drama,United Kingdom,English,Sophie Sartain,Jordan-Kane Lewis
94104,3 2 1 Frankie Go Boom,5.9,85,Released,10/12/2012,0,89,0,tt1772271,en,A child is having trouble sleeping in the new house.,5.991,Comedy,United States of America,English,Ace Marrero  Joseph Hunsaker,Jordan Roberts
25084,50 Ways to Leave Your Lover,4.214,14,Released,9/10/2004,0,95,0,tt0368555,en,English,3.665,Comedy  Romance,United States of America,English,Jeff Williams  Joshua W. Buckholtz  Andy Williams,Jordan Hawley
205950,20 Year Old Virgins,2.333,3,Released,10/23/2011,0,97,50000,tt2040245,en,Without a doubt  Willem Dafoe really likes his gappy teeth.,2.682,Comedy,United States of America,English,Willem Dafoe,Jordan F. Ghanma
366885,A Noble Intention,6.9,39,Released,12/10/2015,0,115,0,tt3765078,nl,English,7.681,Drama,Belgium  Netherlands,Nederlands,Corrado Ficola  Filippo Sassinelli  Chiara Mescolini  Fabio Tascini  Sofia Marinelli,Joram Lrsen
109863,170 Hz,4.7,14,Released,4/30/2012,0,83,1000,tt1825636,nl,A woman connects with an entity during a guided meditation.,2.701,Drama,Netherlands,Nederlands,Monica La Vella  Avery La Vella,Joost van Ginkel
149520,A Curious Conjunction of Coincidences,6,3,Released,9/23/2011,0,9,0,tt2298309,nl,English,1.547,Comedy,Netherlands,Nederlands,Eloise Daye  Fern Bostock  Nicholas Vince  Kate Danbury,Joost Reijmers
884588,A Jaula,6.871,31,Released,2/17/2022,0,83,0,tt17003896,pt,A 13-year-old girl fantasizes getting revenge on her abusive stepfather.,2.419,Thriller,Brazil,Portugus,Scott MacDonald  Aurora Bugg  Bekka Prewitt,Joo Wainer
884632,A Shot in the Fog,10,1,Released,10/21/2021,0,6,0,tt15072170,pt,Minions use a virtual reality device playing in water.,1.147,Thriller  Mystery,Brazil,English,Pierre Coffin,Joo Thomaz Londres
787208,A Morte do SuperHomem,0,0,Released,1/15/2021,0,45,0,tt11212462,pt,English,0.84,Drama,Portugal,Portugus,Rob Huebel  Pierre Coffin,Joo Teixeira
507954,451 Forte,0,0,Released,1/1/2000,0,61,0,tt0264327,pt,English,0.97,Drama,Portugal,Portugus,Seth Gandrud  Melissa Farley  Michael Alvarez  Kristina Sabbagh  Suzanne Brown,Joo Mrio Grilo
471955,A Falha,7.5,2,Released,10/24/2002,0,84,650,tt0197448,pt,English,1.021,Drama,Portugal,Portugus,Flavio Aquilone,Joo Mrio Grilo
613346,A Vossa Terra,0,0,Released,4/23/2016,0,59,0,tt5619666,pt,An Eldar Bogunov drama short.,0.911,Documentary,Portugal,Portugus,Eldar Bogunov  Krolik Black,Joo Mrio Grilo
326479,A Little Monk,6.7,7,Released,4/11/2003,0,102,0,tt0346887,ko,Two friends role-play a breakup conversation.,2.999,Drama,South Korea,English,Bridey Elliott  Angela Trimbur  Billy Scafuri,Joo Kyeong-joong
565498, Dez,10,3,Released,8/30/2002,0,30,0,tt2360376,pt,English,0.6,Music  Comedy  Science Fiction,Brazil,Portugus,English,Joo Elias Jr.
476721,A Arte da Luz Tem 20000 Anos,0,0,Released,9/15/2014,0,55,0,tt4027102,pt,English,0.806,Documentary,Portugal,Portugus,Craig Anderson,Joo Botelho
685167,A Baleia Branca  Uma Ideia de Deus,0,0,Released,3/27/2007,0,55,0,tt0996917,pt,"The remake of """"Miss"""" (2023)",1.4,Documentary  TV Movie,Portugal,Portugus,Murad Rzayev,Joo Botelho
32838,A Mulher que Acreditava Ser Presidente dos EUA,4.2,4,Released,3/21/2003,0,114,0,tt0342798,pt,English,1.218,Comedy,Portugal,Portugus,David May  Ella Anderson  Wendy Phillips  Tony Cox  Jimmy Kimmel,Joo Botelho
824634,A Mothers Body,0,0,Released,3/9/2021,0,9,0,tt14490746,sv,Documentary about the play Miss Julie and dramatist August Strindberg,0.6,Documentary,Sweden,svenska,Mikael Persbrandt  Maria Bonnevie,Jonelle Twum
802069,7 Yards The Chris Norton Story,7,4,Released,2/23/2021,0,93,0,tt12439210,en,"Featurette about the making of """"Rolls Royce Baby"""".",1.245,Documentary,United States of America,English,Eric Falk  Erwin C. Dietrich  Lina Romay,Jonathon Link
238749,A Very Merry MixUp,5.968,78,Released,11/10/2013,0,86,0,tt3131456,en,English,9.859,TV Movie  Romance  Comedy  Drama,Canada  United States of America,English,Eric St. John  Dylan Stern-Courney  Caity Lotz,Jonathan Wright
804973,A Day in a Life,4.719,16,Released,3/20/2021,0,15,0,tt15104364,fr,English,0.93,Drama,France,Franais,Tatum Langton  Lawrence Fernandez  Kevin O'Keefe,Jonathan Velasquez  Larry Clark
88057,A Beginners Guide to Endings,6.125,28,Released,9/17/2010,0,92,0,tt1516002,en,A historical period drama directed by Sho Miyake.,5.56,Comedy  Drama,Canada  United States of America,English,English,Jonathan Sobol
697366,A Place For Henry,10,1,Released,4/21/2016,0,29,0,tt3614884,en,English,0.879,Drama,United States of America,English,Sigfried Gonzalez  Brashell Santos,Jonathan Rola
699038,A Walk With Harry,0,0,Released,1/5/2012,0,3,0,tt2239428,en,English,0.6,Music,United States of America,English,Antoine Dulry,Jonathan Rola
1069222,A Brief History of Porn Cinema with Bela Lugosi,10,1,Released,1/14/2023,0,13,0,tt25438258,pt,The Earth post-pandemic.,1.4,Documentary  Fantasy,Brazil,Portugus,Eva Schulthess  Carol Duarte,Jonathan Rodrigues
993969,A Royal Christmas Match,6.35,10,Released,12/4/2022,0,85,0,tt17663776,en,English,2.729,TV Movie  Comedy  Romance  Family,Canada,English,Yuta Koseki  Kanta Sato  Anna Yamada  Daichi Kaneko  Tina Tamashiro,Jonathan MacPherson
674610,A Loud House Christmas,7.138,141,Released,11/26/2021,0,64,0,tt11947282,en,A grandmother drives a long way for her grandson.,10.058,Family  Comedy,United States of America,English,Mara Santa Jimnez  Matas Nava  Carlos Ruano  Guillermo Antonio Morfn,Jonathan Judge
1146147,A Really Haunted Loud House,6.1,18,Released,9/28/2023,0,72,0,tt27428598,en,English,19.325,TV Movie  Comedy  Family  Horror,United States of America,English,English,Jonathan Judge
697783,Aberfan The Untold Story,5,2,Released,9/14/2006,0,58,0,tt1209303,en,English,2.517,Documentary,United Kingdom,English,English,Jonathan Jones
48015,13Hrs,4.5,66,Released,8/28/2010,0,81,0,tt1411232,en,English,8.805,Horror  Action,United Kingdom,English,Mitch Fatel  Del Sanders  Bianca Hyry,Jonathan Glendening
268536,A Master Builder,6.025,20,Released,11/11/2013,0,127,0,tt2276069,en,A collection of Mitch Hedberg's Comedy Central stand ups.,3.018,Drama,United States of America,English,Mitch Hedberg,Jonathan Demme
489995,306 Hollywood,6.5,6,Released,1/18/2018,0,94,0,tt6296764,en,Best German Comedian. Ever.,1.007,Documentary,United States of America,English,Michael Mittermeier,Jonathan Bogarn  Elan Bogarn
1111120,A Place to Dive,2,1,Released,4/22/2023,0,21,0,tt29980787,es,English,0.6,Drama,Argentina  Colombia,Espaol,Evgeniy Tkachuk  Aleksey Vertkov,Jonatan Villar
566759,5R13ND,0,0,Released,12/19/2016,0,10,0,tt6519140,sv,English,0.6,Science Fiction  Drama,Sweden,svenska,Peter Thoms  Andrea Schumacher  Antoinette Clinton  Helge Schneider,Jonatan Cornu
336941,A Letter from Greenpoint,0,0,Released,4/22/2004,0,80,0,tt1099974,en,English,0.6,Documentary  Drama,United States of America,English,Flix Kysyl  Nicolas Grandhomme  Clmence Boisnard  Pierre Arditi  Florence Muller,Jonas Mekas
1007613,A Clever Woman,6,1,Released,4/21/2023,0,88,0,tt19868158,en,A man finds himself hypnotized by a mysterious MMS.,1.4,Drama,United Kingdom,English,Andriy Moskalenko,Jon Sanders
107811,21  Over,5.819,1467,Released,3/1/2013,48065672,93,13000000,tt1711425,en,Compilation film for Mobile Suit Gundam Thunderbolt 2nd Season.,17.611,Comedy,United States of America,English,Yuichi Nakamura  Ryohei Kimura,Jon Lucas  Scott Moore
431530,A Bad Moms Christmas,6.316,1995,Released,8/4/2017,130560428,104,28000000,tt6359956,en,English,29.016,Comedy,United States of America,English,Stefanie Ford  Donnie Jeffcoat,Jon Lucas  Scott Moore
268735,A Very Social Secretary,5.8,5,Released,10/10/2005,0,95,0,tt0473719,en,English,2.679,Drama  TV Movie  Comedy,United Kingdom,English,Kirie Quackenbush,Jon Jones
474883,A Swingers Weekend,4.938,8,Released,4/18/2018,0,90,0,tt5644062,en,Third movie in the Model Kill franchise.,6.535,Comedy  Drama,Canada,English,Will Rideau  A.J. Hoy  Jack Queralt  Tamario Fletcher  Tristan Lynn,Jon Evan Cohen
13989,24 Redemption,6.995,421,Released,11/23/2008,0,102,0,tt0813980,en,Several couples break up and get back together.,15.44,Action  Adventure  Crime,United States of America  South Africa,English,English,Jon Cassar
3489,88 Minutes,5.763,1013,Released,2/14/2007,32593385,108,30000000,tt0411061,en,English,21.597,Thriller  Mystery,United States of America,English,Mukesh Tiwari  Sakshi Tanwar  Sunny Deol  Saurabh Shukla  Ravi Kishan,Jon Avnet
698660,A Unique Opportunity,0,0,Released,8/24/2020,0,14,0,tt11860556,fr,Molly visits her grandparents.,0.894,Drama  Comedy,France,Franais,Odd Brretzen  Trine Lossius Borg,Jol Curtz
358909,A Copy of My Mind,6.5,13,Released,2/11/2016,0,117,0,tt4911656,id,English,2.534,Drama  Crime  Romance,Indonesia,Bahasa indonesia,Sophie Rois  Jay Simon  Stefan Fredrich,Joko Anwar
587233,A1,3.05,10,Released,7/26/2019,0,154,0,tt10360782,ta,English,3.515,Comedy,India,English,Maksym Yakovlev  Anfisa Kolenko,Johnson K.
215901,A Grand Canal,6.3,3,Released,1/1/2013,0,20,0,tt2937112,zh,A Dominican-American intersex-woman interviews her mother about womanhood and femininity.,1.303,Drama,China,English,Arisleyda Dilone,Johnny Ma
13702,A Dirty Shame,5.333,263,Released,9/12/2004,1900000,89,15000000,tt0365125,en,A short film about coping with loss,21.964,Comedy,United States of America,English,Randall McNeal,John Waters
447582,A House Divided,0,0,Released,5/25/2003,0,75,0,tt1183364,en,English,0.805,Documentary  TV Movie,United Kingdom,English,English,John T. Davis
126509,2016 Obamas America,4.229,48,Released,7/13/2012,33400000,87,2500000,tt2247692,en,Survival  motherhood and movies all collide in a backyard pool.,4.361,Documentary  Fantasy,United States of America,English,Ayla Nicole Izzo  Sofia Koroni  Maria Filini,John Sullivan  Dinesh D'Souza
45158,A for Andromeda,4.573,22,Released,3/26/2006,0,86,0,tt0770442,en,English,3.113,Science Fiction  Drama  Thriller,United Kingdom,English,Amanda Plummer  Ryan Simpkins  Brianna Hildebrand,John Strickland
796396,A Cape Cod Christmas,6.6,8,Released,11/9/2021,0,90,0,tt12637024,en,Tragicomedy about an unhappy marriage proposal.,1.892,Romance  TV Movie,United States of America,English Franais,Alena Kulik  Igor Kovalenko,John Stimpson
81332,A Christmas Kiss,6.151,179,Released,11/12/2011,0,96,0,tt1790621,en,A story of unconditional love.,10.674,TV Movie  Romance  Family  Drama,United States of America,English,Purnima  Shiraj Haider  Jisshu Sengupta  Riaz  Shankar Chakraborty  Biplab Chatterjee,John Stimpson
179897,A Deadly Obsession,4.714,7,Released,10/18/2012,0,88,0,tt2119467,en,English,2.967,Action,United States of America,English,Pratik Kissum  Desmond Malakai  Lemuel Quartus  Clinton Robertson  Akinehi Munroe,John Stimpson
910816,A ShowStopping Christmas,6.571,7,Released,11/20/2022,0,87,0,tt14460090,en,Stand-up Comedy mit Monika Gruber,5.893,Romance  Drama,United States of America,English,Monika Gruber,John Stimpson
584,2 Fast 2 Furious,6.5,7075,Released,6/5/2003,236350661,108,76000000,tt0322259,en,A misguided monkey believes he is destined for the moon.,9.195,Action  Crime  Thriller,Germany  United States of America,English Espaol,Tobias Feltus  Oliver Henderson,John Singleton
59965,Abduction,5.87,2795,Released,9/22/2011,82087155,106,35000000,tt1600195,en,English,21.357,Thriller  Action  Mystery,United States of America,English,Krew Boylan  Joel Edgerton  Damon Herriman  Damian Walshe-Howling,John Singleton
740248,A Perfect Soldier,0,0,Released,7/20/2013,0,56,0,tt1474493,en,English,0.6,Documentary,Cambodia  United States of America, English,Tetiana Kosianchuk  Oleksandra Hrudina  Oleksandr Koval,John Severson
587693,A Christmas Prince The Royal Baby,6.28,515,Released,12/5/2019,0,84,0,tt10006006,en,English,16.454,Romance  Family,United States of America,English,Amit Sial  Lucky Shaw  Datta More  Sara Patkar,John Schultz
525041,A Christmas Prince The Royal Wedding,6.375,896,Released,11/30/2018,0,92,0,tt8709036,en,English,15.406,Romance  Comedy,United States of America,English,Peter Thomas,John Schultz
386700,A Horse Story,7.393,14,Released,1/1/2015,0,92,0,tt3161386,en,English,2.84,Family,United States of America,English,Cdric Zimmerlin,John Rogers
1064137,A Biltmore Christmas,8.029,17,Released,11/26/2023,0,84,0,tt24822574,en,A short documentary about Montag from Wizard of Gore,4.617,TV Movie  Fantasy  Romance,United States of America,English,Ray Sager,John Putch
996767,A Holiday Spectacular,6.4,15,Released,11/27/2022,0,84,0,tt18361702,en,English,4.352,TV Movie  Romance  Comedy  Fantasy,United States of America,English,English,John Putch
184981,A Time to Remember,5,1,Released,11/23/2003,0,88,0,tt0368382,en,English,1.114,Drama  TV Movie,United States of America,English,English,John Putch
607591,7 Up  Me,7.5,2,Released,6/3/2019,0,47,0,tt10383914,en,Based on a classical czech fairy tale.,0.84,Documentary,United Kingdom,English,English,John Piper  Tim Hopewell
175944,Abduction,4.1,8,Released,8/1/2009,0,108,500000,tt1221932,en,English,2.051,Thriller  Horror,United States of America,English,Min Byung-woo,John Orrichio
364055,A Date to Die For,5.2,10,Released,10/17/2015,0,84,0,tt4280250,en,English,3.165,Thriller,United States of America,English,Avrielle Corti  Henry Selick  Zack Shada,John Murlowski
51848,A Golden Christmas,5.185,46,Released,12/23/2009,0,95,0,tt1489248,en,English,7.052,Family  Romance  Comedy,United States of America,English,Vanessa Claire Stewart  Brian Baumgartner  Jared Hillman  Kevin Rahm,John Murlowski
47964,A Good Day to Die Hard,5.3,6178,Released,2/6/2013,304654182,98,92000000,tt1606378,en,A crime movie directed by Marvin Kren.,41.216,Action  Thriller,United States of America,English,English,John Moore
187116,A Waste of Shame The Mystery of Shakespeare ,6,6,Released,11/22/2005,0,86,0,tt0491232,en,English,2.197,Drama,United Kingdom,English Franais,English,John McKay
634677,50 Things to Eat Before You Die,1,1,Released,12/15/2004,0,60,0,tt0782129,en,Nook Pai The Movie,1.295,Documentary,United Kingdom,English,Thanadon Siriwaew  Chatnapa Keawkum,John Maidens
822100,A Choice of Weapons Inspired by Gordon Parks,6.9,18,Released,6/18/2021,0,89,0,tt14495394,en,English,4.402,Documentary,United States of America,English,Leo Minaya  Darra Boyd  Jack Kesy,John Maggio
458679,626 Evolution,5.6,7,Released,2/18/2017,0,79,0,tt6203998,en,English,1.549,Action  Science Fiction,United States of America,English,Morrissey,John Lyde
336683,A Date with Miss Fortune,5.514,36,Released,8/13/2015,0,97,0,tt3832160,en,English,6.973,Romance  Comedy,Canada,English,Charles Craig  John Amplas  Karl Atticus,John L'Ecuyer
613835,13 Graves,5.3,13,Released,6/7/2019,0,83,0,tt7504496,en,A true murder story...,1.867,Horror,United Kingdom,English,Gholamreza Ramezani  Mohammad Hatami  Fereshteh Marshaei,John Langridge
858524,A Call to the Dark,0,0,Released,4/6/2017,0,55,900,tt6748920,en,English,1.096,Horror,United States of America,English,Jeremy Renner,John Lance
625630,A War Story,0,0,Released,10/1/2018,0,90,0,tt8111958,en,English,3.273,Drama  Documentary,New Zealand,English,James Baksh  Erika Toderic,John Laing
356987,Abandoned,5.804,114,Released,8/30/2015,0,86,0,tt4519006,en,An animated documentary about a life devoted to the dead.,12.417,Drama  Thriller  Adventure,New Zealand,English,Angela Turner,John Laing
447332,A Quiet Place,7.395,13447,Released,4/3/2018,341000000,91,17000000,tt6644200,en,English,68.294,Horror  Drama  Science Fiction,United States of America,English,Yudhi Isman  Vina  Nurul Hasyati  Aco Susilo  Syifa Ega Ismanda,John Krasinski
520763,A Quiet Place Part II,7.493,5984,Released,5/21/2021,297400000,97,61000000,tt8332922,en,A mother tries to recover from a tragedy.,67.547,Science Fiction  Thriller  Horror,United States of America,English,Lucas Quintana  Krisha Fairchild,John Krasinski
73416,A Bear Named Winnie,6.4,19,Released,12/12/2004,0,90,0,tt0437088,en,Never take your mother for granted...,6.654,Drama  Family  TV Movie,Canada,English,William Guirola  Andy Gates  Craig Cooper  Savannah Liles  Amy Jorgensen,John Kent Harrison
397344,A House Divided,5,2,Released,7/30/2000,0,101,0,tt0241147,en,Three Somali women's experiences  thoughts and attitudes on female circumcision.,2.687,Drama  TV Movie,Canada  United States of America,English,Sadia Warsame Ali  Farhia Luul Makerow  Siham Abdinasir Ahmed,John Kent Harrison
27874,A Wrinkle in Time,6.227,44,Released,4/25/2003,0,128,0,tt0290382,en,English,5.282,Drama  Science Fiction  Family  TV Movie,Canada,English,English,John Kent Harrison
34072,A Haunting In Connecticut,6.6,16,Released,10/18/2002,0,94,0,tt0439602,en,English,2.564,Horror  Thriller  Documentary,United States of America,English,Cristiana Dell'Anna  Tim Eagle,John Kavanaugh
310956,A303 Highway to the Sun,0,0,Released,5/19/2011,0,60,0,tt1975832,en,English,0.6,Documentary,United Kingdom,English,Saurav Chakraborty,John Holdsworth
2749,15 Minutes,5.9,669,Released,3/1/2001,56359980,120,60000000,tt0179626,en,English,20.252,Action  Crime  Thriller,Germany  United States of America,English,Teita Iwabuchi,John Herzfeld
51200,71 Into the Fire,7.483,173,Released,6/16/2010,20967660,120,10400000,tt1587729,ko,English,14.601,War,South Korea,English,John Tomikel  Mike Fort  Loren Coleman  William P. Robertson,John H. Lee
15859,A Moment to Remember,7.8,296,Released,11/5/2004,0,117,4200000,tt0428870,ko,English,21.067,Drama  Romance,South Korea,English,Laima Armaliene,John H. Lee
811060,12 Days With God,6,1,Released,8/2/2019,0,77,0,tt6976454,en,Mouras is a dark tale of a mothers love. (Screamfest),0.916,Drama,United States of America,English,Rosala Castro  Machi Salgado  Claudia Surez,John Ginty
259014,A Bit of Bad Luck,4.8,8,Released,4/17/2014,0,86,0,tt2406306,en,A grief counselor is visited by a very disturbed man.,1.034,Comedy  Thriller  Drama,United States of America,English,Lynne Griffin  Julian Robino,John Fuhrman
92757,A Family Lost,5,4,Released,3/11/2007,0,88,0,tt0936469,en,English,2.987,Drama  Adventure  TV Movie  Crime,Canada  United States of America,English,Vadym Hlynarskyi  Nataliia Hura,John Fasano
291319,A Long Way Off,7.3,3,Released,6/6/2014,28951,105,500000,tt2386502,en,Movie &amp; Co,3.016,Romance  Drama  Family,United States of America,English,English,John Errington  Michael Davis
432138,A Big Lego Christmas,7,1,Released,12/26/2016,0,47,0,tt7677130,en,Follows Mr Happy as he goes about his day.,1.048,Documentary,United Kingdom,English,Lea Tucker  Liam Barker  Emma Phippings  Callum Westcott,John Deol
277307,A Piece of Eden,2,1,Released,9/15/2000,0,106,0,tt0181945,en,English,2.007,Comedy  Drama  Romance,United States of America,English,Joel Backman,John D. Hancock
128591,A Light in the Forest,0,0,Released,10/28/2003,0,95,0,tt0285292,en,English,1.529,Family,United States of America,English,Lin Qiang  Xiaoqian Wang  Zhongyang Baomu  Jing Xu  Rongrong Zhu,John Carl Buechler
876206,3 Days 2 Nights,0,0,Released,4/5/2019,0,82,0,tt7634196,en,English,0.639,Documentary,United States of America,English,Leigh Jackson  Annie Balliro  Laurie Graff,John Breen
418272,A Boy Called Po,6.778,36,Released,4/23/2016,0,95,0,tt1401621,en,English,4.604,Fantasy  Drama,United States of America,English,Orji Obiorah  Murilo Elbas  Tiffany Phillips  Cynthia Stone,John Asher
1146181,A Smile in the Back of my Head,0,0,Released,2/6/2016,0,11,0,tt4679776,en,English,0.965,Thriller,Australia,English,Alejandra De Cozar  Carlote L'Hotellerie,John Angus Stewart
403119,47 Meters Down,5.788,2625,Released,5/25/2017,62198461,89,5500000,tt2932536,en,English,25.74,Thriller  Adventure  Horror,Dominican Republic  United Kingdom  United States of America,English Espaol,Citlali Le Clerre  Nathalie Couturier  Grgoire Monier,Johannes Roberts
480105,47 Meters Down Uncaged,5.703,1322,Released,8/15/2019,47582563,90,12000000,tt7329656,en,This is a food challenge to die for.,26.286,Horror  Drama  Adventure,United States of America  United Kingdom,English,Juliette Cecile  Becky Bush,Johannes Roberts
178806,21 Ways to Ruin a Marriage,5.7,25,Released,2/8/2013,0,93,0,tt2281065,fi,3 friends discuss their recent accomplishments.,3.895,Comedy  Romance,Finland,suomi,Andrieli Freitas  Jlia Valduga  Gabi Ferreira,Johanna Vuoksenmaa
758213,70 Is Just a Number,6.7,3,Released,12/29/2021,0,102,0,tt13545712,fi,Documentary about the Mulholland Drive in Los Angeles.,1.678,Comedy,Finland,suomi,Jack Nicholson  Steven Gaydos  Paul Haggis  Laura Harring,Johanna Vuoksenmaa
995521,A Sinister Research,0,0,Released,12/7/2023,0,76,0,tt27895161,es,English,2.209,Drama  Thriller,Colombia,Espaol,Ralf Schmitz  Carolin Kebekus  Axel Prahl  Michael Kessler  Christian Ulmen,Johan Cuartas
629339,1982 Hollywood Summer,6,6,Released,9/6/2019,0,52,0,tt9066388,fr,English,1.146,Documentary,France,English,English,Johan Chiaramonte  Jacinto Carvalho
1168989,A Patch Of Desert,0,0,Released,10/30/2021,0,4,0,tt9000126,en,English,0.871,Thriller  Horror,United States of America,English,Tahyna MacManus  Claire Holt  Deborra-Lee Furness  Teresa Palmer  Tristan MacManus,Joey Scoma  Jon Salmon
415671,2307 Winters Dream,3.955,33,Released,8/9/2018,0,101,0,tt4261326,en,English,6.946,Science Fiction,United States of America,English Italiano,Aishwarya Shindogi  Vatsala Mohan  Yuvina Parthavi  Priyanka Upendra  Madhusudhan Rao,Joey Curtis
371476,A Dog for Christmas,7.5,4,Released,12/12/2015,0,89,0,tt2278803,en,A short film by Dacio Pinheiro,1.085,Comedy  Family,United States of America,English,Samantha Labios  Condessa Flora Bronski  Bianca Extica  Elloanigena Onassis,Joel Paul Reisig
164300,7 aos de matrimonio,4.9,18,Released,1/25/2013,193081,99,1500000,tt2425542,es,Short film by Hanna Bergholm.,3.048,Comedy  Romance,Mexico,Franais,Sami Kuosku  Tenho Karjalainen  Antti Luusuaniemi  Merja Mettiinen  Jari Magga,Joel Nez
903976,2021 Rock  Roll Hall of Fame Induction Ceremony,0,0,Released,11/20/2021,0,196,0,tt15716316,en,MURDER BY SHARK - solving the bloodiest murder mystery  ever.,3.171,Music  Documentary,United States of America,English,Matt Ellis,Joel Gallen
1050238,2022 Rock  Roll Hall of Fame Induction Ceremony,8.5,4,Released,11/19/2022,0,239,0,tt23916308,en,English,4.718,Music  Documentary,United States of America,English,Nick Bender  Brian Broscoe  Andrea Iazzetto,Joel Gallen
1224953,A Heros Journey The Making of Percy Jackson ,6.7,6,Released,1/30/2024,0,50,0,tt31037863,en,English,15.502,Documentary,United States of America,English,Larry Krasner  Movita Johnson-Harrell,Joel Edwards
12573,A Serious Man,6.746,1974,Released,9/30/2009,31400000,106,7000000,tt1019452,en,English,34.994,Comedy  Drama,United States of America  United Kingdom  France,English,Den Kamenev,Joel Coen  Ethan Coen
102420,A Cadaver Christmas,5.125,28,Released,4/2/2011,0,85,0,tt1692235,en,Muse's live act at Wembley Stadium  17 June 2007.,3.837,Comedy  Horror,United States of America,English,Morgan Nicholls  Chris Wolstenholme  Matthew Bellamy  Dominic Howard,Joe Zerull
1043029,A Killer Outside,0,0,Released,11/26/2022,0,8,0,tt13996960,en,English,0.631,Thriller,United Kingdom,English,Nicola Kelsall  Emmanuel Li,Joe Zalias
1211328,1 on 1,6,2,Released,4/28/2014,0,5,0,tt3992396,en,English,0.69,Family  Drama,United Kingdom,English,Dave Meadows,Joe Talbot
205225,24 Exposures,4.293,29,Released,8/4/2013,0,77,0,tt2082156,en,English,6.745,Thriller  Drama  Crime,United States of America,English,Tanya Stephan,Joe Swanberg
1096586,406 Days The Debenhams Picket Line,0,0,Released,3/4/2023,0,91,0,tt26689885,en,English,0.6,Documentary,Ireland,English,Mustafa Karakoyun,Joe Lee
1038724,A Waltons Thanksgiving,4.667,3,Released,11/20/2022,0,90,0,tt19896418,en,TV remake of Ozu's 'Late Spring',3.028,TV Movie  Drama,United States of America,English,English,Joe Lazarov
624895,A Lifetime of Sundays,0,0,Released,8/25/2019,0,80,0,tt10081546,en,English,0.926,Documentary,United States of America,English,Angela Casaroho  Holland Reid  Mario Magdalenie  James Cooley,Joe Lavine
956092,2020 A Comedy Special,0,0,Released,9/15/2021,0,58,40000,tt15325660,en,A modern family sit down for pancakes.,0.612,Documentary,United States of America,English,Eric Wareheim  Tim Heidecker,Joe Kaiser
664188,A,5.938,8,Released,11/24/2017,0,15,0,tt6083120,xx,English,1.121,Comedy  Drama,Ecuador,No Language,English,Joe Houlberg
336112,A Blood Story,2.583,6,Released,6/9/2015,0,85,0,tt2497768,en,English,2.297,Horror,United States of America,English,Withawat Thaokhamlue  Naradon Namboonjit  Teerapat Lohanan  Natouch Siripongthon  Worakamon Nokkaew,Joe Hollow
430301,A Pentatonix Christmas Special,7,3,Released,12/14/2016,0,44,0,tt6305430,en,English,2.233,TV Movie  Music,United States of America,English,English,Joe DeMaio
1206745,A Very Demi Holiday Special,9,1,Released,12/8/2023,0,60,0,tt30090530,en,English,2.882,Music,United States of America,English,Paul Levitz  Mark Waid  James Robinson,Joe DeMaio
