id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,overview,popularity,genres,production_countries,spoken_languages,cast,director
819098,A Blue Flower,6,1,Released,4/25/2021,0,85,0,tt11065278,hr,none supplied,0.893,Drama,Serbia  Croatia,Hrvatski,Katlin Stack  B.J. Stack IV  Molly McCarthy  Tim Fiegl,Zrinko Ogresta
504945,A Tale of Two,0,0,Released,5/23/2016,0,60,0,tt5891476,he,A journalist must portray a sociologist.,0.845,Documentary,Israel,English,Florence Janas  Jeanne Bischoff,Zohar Wagner
441846,A Round Trip to Love,6.4,9,Released,9/12/2016,0,70,0,tt12331732,zh,English,4.922,Drama  Action  Romance,China,English,Noriko Fujioka  Mei Itoya  Kanao Suzuki  Reia  Mihiro,Zoe Qin
441900,A Round Trip to Love Part 2,5,6,Released,9/28/2016,0,58,0,tt12501714,zh,English,4.32,Action  Drama  Romance,China,English,Daniel French  Sandryne Bedard  Steve Requin,Zoe Qin
394701,A Model Family in a Model Home,0,0,Released,9/3/2015,0,22,0,tt5667090,en,English,0.684,Documentary,United States of America,English,English,Zoe Beloff
885833,A Fairy Tale,6.5,1,Released,8/13/2021,0,20,0,tt20849100,fr,English,1.39,Comedy  Drama  Fantasy,Belgium  France,Franais,Tenzin Gyatso  Rick Ray,Zo Arene
309038,300 Worte Deutsch,5.764,36,Released,2/5/2015,276792,92,2000000,tt2288044,de,English,5.12,Comedy,Germany,Deutsch Trke,English,Zli Aladag
1196105,A Fork A Spoon  A Knight,0,0,Released,10/20/2015,0,13,0,tt26690718,en,English,0.845,Documentary  Drama,Uganda,English,Michael Mosley,Zippy Kimundu  Mira Nair
912294,59 Days,0,0,Released,8/27/2020,0,5,0,tt12999922,el,English,0.604,Documentary  Animation,Greece,English,Margita Taricsov  Mtys Drfi  Jozef Mikls  Viktor Nagy,Zina Papadopoulou
1114777,A Song Sung Blue,0,0,Released,3/20/2024,0,92,0,tt27540911,zh,English,5.81,Drama  Romance,China,English,David Verdaguer  Natalia Tena,Zihan Geng
674849,A Lucky Buy,4,1,Released,1/1/2010,0,8,0,tt2618622,ru,English,0.981,Comedy,Russia,English,Bajrush Mjaku,Zhora Kryzhovnikov
534927,A Tale from the Orient,0,0,Released,10/4/2015,0,84,0,tt6423420,zh,English,0.6,Animation,China,English,Alexandre Manning  Sarah Banks  Sarah Hartshorne,Zhizhong Cai  Ming Chin Tsai
550009,A White Butterfly on a Bus,2,2,Released,9/14/2018,0,17,0,tt9050148,zh,English,1.439,Drama  Romance,China,English,Maria Kallimani  Ornela Kapetani  Yannis Tsortekis  Gianna Stavraki,Zheng Lu Xinyuan
44555,A Woman a Gun and a Noodle Shop,4.9,66,Released,12/11/2009,0,95,0,tt1428556,zh,English,7.231,Comedy  Drama  Thriller,China,English,Thary Kok  Lauren Seavage  Chris Seaver  Tim Ekkebus  Meredith Host,Zhang Yimou
416727,A Quiet Dream,6.816,19,Released,10/13/2016,0,101,0,tt6066538,ko,12 little Christmas tales from Bill Plympton.,2.918,Drama,South Korea,English,Billy Schneider  Madelon Thomas  Madeline Rogan  Peter Dylan Rogan,Zhang Lu
519089,A Month,0,0,Released,11/27/2017,0,26,0,tt7117894,en,English,0.853,Drama,Kosovo  United States of America,shqip,English,Zgjim Terziqi
433174,12 Angry Lebanese,8,1,Released,12/4/2009,0,78,0,tt1570519,en,English,0.823,Documentary,Lebanon,English,Lucille Barbier  Bilal Vallery  Anatole de Bodinat,Zeina Daccache
283880,A Trip to Karabakh 3 Last Trip,6.3,5,Released,3/1/2012,0,88,0,tt2524172,ka,2017 Rose Parade,1.197,Comedy  Drama,Georgia,English,Leeza Gibbons  Mark Steines  Micah Ohlman,Zaza Urushadze
168054,A Fold in My Blanket,4.9,8,Released,2/7/2013,0,73,0,tt2186675,ka,English,1.652,Drama,Georgia,English,Michael Keida  Awich  Katsuya Maiguma  Ryan Drees  Moemi Katayama,Zaza Rusadze
502546,A False Sense of Bravado,4.5,2,Released,5/23/2017,0,1,70,tt7932362,en,English,0.6,Drama,United Kingdom,English,Musakhan Zhumakhan  Roman Zhukov  Kamila Fun-So  Makhabbat Sarkytpayeva  Alibek Adiken,Zak Chouay
1003945,A Cotton Moon,0,0,Released,3/24/2023,0,17,45000,tt12707228,en,English,0.797,Drama  Thriller,United States of America,English,Seung Ha  Sang Woo  Seo Won-I,Zack Hosseini
457860,12 Pound Balls,5.6,5,Released,5/16/2017,0,80,0,tt5544754,en,English,2.111,Comedy,United States of America,English,Inka Friedrich  Hanns Zischler  Claudia Michelsen  Martin Schneider  Maximilian Bauer,Zachary Madson
1012792,A Talk in the Park,0,0,Released,3/20/2023,0,13,1000,tt21747444,en,English,0.644,Drama,Canada,English,Simon Richardson,Zach Marsh
1221017,2020 is Hard,0,0,Released,11/1/2020,0,3,20,tt15875104,en,Documentary about the 1976 game Fluminense x Corinthians.,0.605,Comedy,United States of America,English,Odair Arribet  Jussara Barros  Sergio Arribet  Baslio  Osnir Beloli,Zach Busch
800787,A Good Person,7.1,258,Released,3/23/2023,2196991,128,0,tt14153080,en,A film about short-lived Slovenian war of independence.,23.368,Drama  Comedy,Canada  United Kingdom  United States of America,Trke English,English,Zach Braff
804127,A Good Mother,0,0,Released,5/7/2021,0,4,50000,tt14165770,en,That first Radio in the village which changed everyone's life...,1.4,Horror  Thriller,United States of America,English,Hussein Khan  Rahat Kazmi  Pradhuman Singh  Neelu Dogra  Jitendra Rai,Zac Adams
932284,2 Graves,0,0,Released,1/1/2010,0,105,0,tt1730669,en,Fourth volume in the 2 Channel series.,0.962,Drama,Ireland  United Kingdom,English,Kana Yume,Yvonne Mc Devitt
14842,44 Minutes The North Hollywood ShootOut,6.6,97,Released,1/1/2003,0,103,10000000,tt0362389,en,Eight volume in the 2 Channel series.,11.638,Action  TV Movie,United States of America,English,Mutsumi Satou  Mamoru Tsubouchi,Yves Simoneau
599213,A Distant Cry from Spring,8,1,Released,11/24/2018,0,89,0,tt10273060,ja,Comedy show with comedians Viktor Gernot and Michael Niavarani.,1.687,Drama,Japan,English,Michael Niavarani  Viktor Gernot,Yuzo Asahara
208986,A Tale of Samurai Cooking,6.933,15,Released,12/14/2013,0,122,0,tt2653264,ja,English,6.532,Drama  History,Japan,English,Anya Trudgian  Louise Cheetham,Yuzo Asahara
824410,A Madder Red,6.6,7,Released,5/21/2021,0,144,0,tt14316810,ja,A portrait of the musician Hkan Hellstrm,3.805,Drama,Japan,English,Hkan Hellstrm  Amanda Asp-Hult,Yuya Ishii
103021,A Man with Style,5.3,5,Released,6/18/2011,0,110,0,tt1705047,ja,An in depth look at the undersea life of dolphins,2.296,Drama  Comedy,Japan,English,Steve Gagne,Yuya Ishii
606307,15 Years,5.8,12,Released,6/10/2019,0,89,0,tt9779804,he,English,2.909,Drama,Israel,English,Thas Cardozo  Diego Rezende,Yuval Hadadi
789434,A Glass of Desire,0,0,Released,2/28/2021,0,15,0,tt14077326,xx,English,1.4,Drama,Czech Republic,No Language,Sidy Camara  Fillie Corbalan,Yusuf lmez
220333,A Prayer for Hetman Mazepa,5.1,7,Released,2/14/2002,0,154,2000000,tt0323279,uk,English,1.994,History  Drama,Ukraine,English,Bud Barber  George Carlin  David Icke,Yurii Illienko
62779,A Savage,4,3,Released,6/6/2002,0,100,0,tt0319297,ru,English,1.871,Romance  Comedy,Russia,English,English,Yuri Pavlov
1242381,7 Beats Per Minute,0,0,Released,3/8/2024,0,100,0,tt24327754,en,English,4.296,Documentary,Canada,English,Nick Larkin  Cath Sheahan,Yuqi Kang
493979,100 Years with Rosenborg,0,0,Released,12/12/2017,0,109,0,tt7158998,nb,English,0.6,Documentary,Norway,Norsk,Sean C. Simon  Paul Foltz,yunn Gorset  Emil Andreas Bremnes Tanem
443013,2 STEPS,0,0,Released,1/10/2009,0,84,0,tt1346942,ja,English,0.6,Drama,Japan,English,Diana Amir  Farid Kamil  Pierre Andre  Faith Zakie,Yukio Ueshima
789698,A Piece of Dogu,0,0,Released,5/1/2014,0,25,0,tt3702208,ja,English,0.975,Drama  Fantasy  Science Fiction,Japan,English,Lucas Ardagna  Jorja Fox  Scott Cohen  David Angelo,Yukinori Makabe
344107,A Drop of the Grapevine,2,1,Released,10/11/2014,0,117,0,tt3198994,ja,Culture-Clash-Comedy about Turkish brides importet into Germany.,3.132,Comedy  Drama,Japan,English,English,Yukiko Mishima
340286,A Stitch of Life,5.8,6,Released,1/31/2015,0,104,0,tt3574218,ja,English,3.161,Drama,Japan,English,Angie Dickinson  Eric Braeden  Warren Cowan  Tommy Cella  Robert Baltzer,Yukiko Mishima
566387,12 Suicidal Teens,6.429,63,Released,1/25/2019,0,118,0,tt9214844,ja,English,11.333,Mystery  Drama,Japan,English,English,Yukihiko Tsutsumi
36683,20th Century Boys 1 Beginning of the End,6.7,92,Released,8/19/2008,31244858,142,20000000,tt1155705,ja,English,19.111,Science Fiction  Adventure  Mystery,Japan  Thailand,English,Paula Schargorodsky  Julieta Laso  Sri Ravi Shankar,Yukihiko Tsutsumi
25114,20th Century Boys 2 The Last Hope,6.7,59,Released,1/30/2009,0,140,0,tt1181920,ja,Carolina  gothic  short,11.984,Science Fiction  Adventure  Mystery,Japan,English,Graham Zielinski  Audrey Dickson  Merritt Vann,Yukihiko Tsutsumi
39123,20th Century Boys 3 Redemption,6.8,54,Released,8/19/2009,0,156,0,tt1181919,ja,English,11.913,Adventure  Mystery  Science Fiction,Japan,English,Buddy Fitzpatrick  Oriana D'Agostino  Andrew Gause  Ken Del Vecchio,Yukihiko Tsutsumi
24092,2LDK,6.994,79,Released,4/11/2003,0,70,0,tt0362387,ja,Drama starring popular young models in their acting debut.,8.465,Comedy  Drama  Horror  Thriller,Japan,English,Meira Tsubaki  Takashi Yuki  Ayana Sogawa  Ami Fukuda  Junko Shimizu,Yukihiko Tsutsumi
741648,A Balance,7.2,5,Released,10/25/2020,0,152,0,tt13276230,ja,English,3.252,Drama,Japan,English,Paavo Kinnunen  Selina Ukkonen  Mitra Matouf  Kris Gummerus  Juha-Pekka Mikkola,Yujiro Harumoto
544603,A Summer Song,0,0,Released,9/17/2016,0,88,0,tt5903196,ja,English,1.437,Drama,Japan,English,Amir Arul  Alexander Kaffl,Yuji Nakamae
626090,A Midsummer Nights Dream,6,1,Released,7/25/2009,0,105,0,tt1356920,ja,The accidental crossing of uncrossable borders.,1.832,Romance  Comedy  Fantasy,Japan,English,Yasemin Erensoy  Sirin Erensoy  Erem Uzun  Erkan Uzun  Edim Uzun,Yuji Nakae
520951,50 First Kisses,7,12,Released,6/1/2018,0,114,0,tt6916872,ja,An artist finds a killer photo.,6.302,Romance,Japan,English,Paul Gorostidi  Esme Allen  Malcolm Davies  Blade M. Stephens,Yuichi Fukuda
854575,A Janitor,5.8,4,Released,1/29/2021,0,86,0,tt15029508,ja,English,14.908,Drama  Action,Japan,English,Lambert Wilson  Anne-Lise Heimburger  Marina Hands  Lionel Dray  Laurent Poitrenaux,Yugo Sakamoto
177133,Abductee,0,0,Released,2/21/2013,0,95,0,tt2657312,ja,English,1.207,Thriller  Mystery,Japan,English,Sam Cimino  Michael Hacker  Bert Peterson  Dave Hartman  Michael Rogin,Yudai Yamaguchi
178138,8000 Miles,3.5,2,Released,3/14/2009,0,80,0,tt1390982,ja,English,1.578,Comedy  Drama,Japan,English,Ellen Block  Carol Block  Doug Block,Yu Irie
261512,8000 Miles 2 Girls Rapper,6,1,Released,6/26/2010,0,95,0,tt1603370,ja,The most important aspect of filmmaking is a good story.,2.233,Drama  Crime  Music,Japan,English,Jim Eshom  Roxanne Arvizu  T. Arthur Cottam,Yu Irie
586531,A Womans Work The NFLs Cheerleader Problem,0,0,Released,4/27/2019,0,80,0,tt10011264,en,English,2.058,Documentary,United States of America,English,English,Yu Gu
584586,00MHz,4.6,29,Released,5/29/2019,0,102,0,tt10341248,ko,English,7.147,Horror,South Korea,English,Anne-Lise Weidmann,You Sun-dong
814366,8610 North,0,0,Released,9/7/2020,0,16,0,tt13495976,he,English,0.907,Drama,Israel,English,Ray Comfort  Anthony Levatino,Yotam Afek
214132,A Place in Heaven,6,5,Released,9/27/2013,0,117,0,tt2960994,he,A comedy about the modern days men  and not only...,4.185,Drama,Israel,English,English,Yossi Madmoni 
1025444,Abnormal Desire,7.8,5,Released,11/10/2023,0,134,0,tt26593385,ja,English,4.289,Drama,Japan,English,English,Yoshiyuki Kishi
470116,3 Foot Ball and Souls,5.833,6,Released,5/23/2018,0,93,0,tt7117690,ja,Short film about Hachishaku-sama legend.,5.881,Comedy  Science Fiction  Drama  Mystery,Japan,English,Kako Nagase  Kunihiro Ooue  Ken Inomata  Meiri Asahina,Yoshio Kato
114801,Abacus and Sword,5.857,7,Released,12/4/2010,0,129,0,tt1552984,ja,Documentary on famous Slovenian accordionist and his musical family.,1.943,Drama,Japan,English,Slavko Avsenik  Boris Kopitar,Yoshimitsu Morita
208468,63 Minutes Later,4.4,5,Released,2/27/2009,0,45,0,tt1412308,ja,One promise is one promise.,1.837,Horror  Action,Japan,English,Salvo Campisano  Francesco Caltabiano,Yoshihiro Nishimura
61682,A Boy and His Samurai,6.4,19,Released,7/31/2010,0,108,0,tt1595354,ja,English,6.225,Comedy  Drama  Romance,Japan,English,Eliot Spitzer  Al Sharpton  Sean Bell  Alexander Jason  Elijah Cummings,Yoshihiro Nakamura
1013240,24 Hours with Gaspar,6.1,4,Released,10/6/2023,0,98,0,tt14773940,id,English,18.385,Action  Crime  Drama  Mystery  Science Fiction  Thriller,Indonesia,Bahasa indonesia,Lola Dewaere  Thierry Frmont,Yosep Anggi Noen
110504,1 Out of 7,5.8,8,Released,3/9/2012,0,90,0,tt1523987,en,English,1.4,Drama,United States of America,English,English,York Shackleton
480723,8th Continent,5,3,Released,1/26/2018,0,11,0,tt7631554,el,English,0.84,Documentary,Greece,English,English,Yorgos Zois
276172,A Boy Who Went to Heaven,6.2,4,Released,11/11/2005,0,114,0,tt0488031,ko,English,3.827,Drama  Romance,South Korea,English,Maddy Reilly,Yoon Tae-yong
55314,A Long Visit,7.7,5,Released,4/22/2010,0,109,0,tt1655618,ko,Single-channel video installation commissioned,1.428,Drama  Family,South Korea,English,Ralph Rieckermann,Yoo Sung-yup
23538,A Dirty Carnival,6.989,185,Released,10/17/2006,10371998,141,4700000,tt0821442,ko,A world like ours  limited by language.,12.51,Crime  Drama  Action,South Korea,English,Lucas Taillefer,Yoo Ha
17903,A Frozen Flower,6.892,130,Released,12/30/2008,18980744,133,10000000,tt1155053,ko,Documentary about Vale do Ca.,25.336,Drama,South Korea,English,Ricardo Aibo  Joana Botelho  Cludio da Silva,Yoo Ha
681335,A Machine to Live in,5,2,Released,3/5/2020,0,87,0,tt12214738,pt,English,0.769,Documentary,Brazil  United States of America,Portugus,Chris Swientek  Patrick Gldenberg  Jan Andreesen  Birgit Berthold,Yoni Goldstein  Meredith Zielke
39111,4bia,6.335,87,Released,4/25/2008,0,120,0,tt1292575,th,English,7.148,Horror  Thriller,Thailand,English,Bill Gillane,Yongyoot Thongkongtoon  Paween
1047857,A Witch Story,0,0,Released,11/12/2022,0,71,0,tt22802850,en,A short movie written and directed by Andr Marques.,0.6,Documentary,Spain  United States of America,English,Pedro  Parente  Henrique de Carvalho  Srgio Mendes,Yolanda Pividal
641326,A Nightmare on Chocolate,0,0,Released,7/12/2019,0,2,0,tt10635848,fr,English,0.6,Horror  Comedy,Canada,Franais,English,Yohann Thiou  Valrie Leclair
380464,61 Days,7.157,67,Released,1/29/2016,0,115,0,tt5229228,tr,A detective investigates the disappearance of a conspiracy theorist.,5.155,Drama  Comedy,Turkey,Trke,Rick Daniels  Glenn Carpenter Jr.  Grant Conrad,Yksel Aksu
673396,A Jealous Sister,9,2,Released,6/12/2003,50000,83,50000,tt9468730,cn,English,1.511,Thriller  Mystery,Hong Kong,English,Dagomir Marquezi  Washington Novaes  der Jofre,Yip Wai-Ying
536541,A Family Tour,6.3,14,Released,11/18/2018,0,107,0,tt8731042,zh,English,2.215,Drama,Hong Kong  Malaysia  Singapore  Taiwan,English,Fred Henry III  Elissa Aron  David Neal Levin,Ying Liang
797743,A Hustle Bustle New Year,0,0,Released,1/15/2021,0,99,0,tt12319512,zh,English,1.469,Family  Drama,China,English,English,Yin Li
253848,A West Lake Moment,6,3,Released,2/14/2005,0,110,0,tt0453323,zh,A village is blackmailing the city of Leipzig.,1.551,Drama  Romance,China,English,English,Yim Ho
334187,360 Calmness,7.5,1,Released,12/21/2013,0,18,0,tt4582092,de,An experimental film that reflects on loneliness and calm.,0.6,Drama,Germany,Deutsch,Genevive Gosselin,Yilmaz Can zbek
29360,A Place of Ones Own,6,5,Released,10/9/2009,0,118,0,tt1562254,zh,English,1.576,Drama,Taiwan,English,Anne Sward  Renny Grames  Nicola Posener  Brad Johnson  Ben Lokey,Yi-an Lou
635758,18 Grams of Love,0,0,Released,11/9/2007,0,85,0,tt1127682,zh,English,0.854,Romance  Comedy  Drama,Singapore,English,Ahmad Tejan Kabbah,Yew Kwang Han
280266,A Date,0,0,Released,1/1/2012,0,12,0,tt2363341,uk,English,0.885,Drama,Ukraine,English,Hans Pandur  Olav Iversen  Reidar Aaslie  Gunnar Hall Jensen,Yevhen Matviienko
537526,A Land Imagined,6,46,Released,2/6/2019,0,95,0,tt8726116,zh,English,7.308,Mystery  Drama  Thriller,France  Netherlands  Singapore,English,Volha Kavaliova  Nikita Lavretski,Yeo Siew Hua
559064,48 Days,0,0,Released,1/1/2014,0,120,0,tt9231134,ja,The last moments of a dying man.,2.461,Horror  Thriller,Japan,English,Serge Barbagallo,Yasushi Koshizaka
559069,48 Days Part 2,0,0,Released,1/1/2014,0,60,0,tt9231188,ja,The story of the Israeli artist and comic-maker Dudu Geva.,1.168,Horror  Thriller,Japan,English,Aaron Geva  Dudu Geva  Modi Bar-On  Tammy Geva,Yasushi Koshizaka
472465,1000 Year Princess,0,0,Released,4/6/2017,0,122,0,tt6896638,ja,A homeless man with a special survival technique.,0.6,Drama,Japan,English,Zo Wittock  Jon Russo,Yasushi Fuluichi
234339,A Boy Called H,7.5,4,Released,8/10/2013,15300000,122,0,tt2299531,ja,English,3.146,Drama,Japan,English,Charlie Joslin-Allen  Jamie Bower  Eloise Parfitt  Sophie Shaw,Yasuo Furuhata
796087,A Kiss of My Color,2,1,Released,8/13/2013,0,60,0,tt3458540,ja,English,1.4,Romance  Drama,Japan,English,Rosie O'Donnell  Ziggy Marley  Elizabeth Mitchell,Yasufumi Tanaka
783555,A Brighter Tomorrow,5.3,10,Released,8/4/2021,0,86,0,tt11338144,fr,English,1.816,Drama,France,Franais,English,Yassine Qnia
884710,40 Nickels,0,0,Released,3/19/2021,0,28,40000,tt10049134,en,English,1.99,Drama  History,United States of America,English ,Marin Ireland,Yasmin Gorenberg
538699,A Cold Summer Night,0,0,Released,8/2/2018,0,21,8700,tt8687926,mr,A couple get lost in each other.,0.84,Drama,India,English,John Giacobbe  Anabelle LeMieux,Yash Sawant
158397, A Question Mark,5.4,4,Released,2/17/2012,0,82,98990,tt2378057,hi,English,2.398,Horror,India,English,English,Yash Dave  Allyson Patel
883883,Abolis Journey,0,0,Released,3/8/2021,0,59,0,tt15495380,sv,English,0.607,Documentary,Sweden,svenska,Christian Kiste  Christian Nowak  Raul Maximilian von Preuss  Sebastian Zeglarski,Yasaman Sharifsmanesh
121879,A Late Quartet,6.67,220,Released,11/2/2012,6303709,105,0,tt1226240,en,English,9.474,Music  Drama,United States of America,English,Anne Tonelson,Yaron Zilberman
425923,500M800M,5.5,2,Released,11/12/2016,0,83,0,tt5860488,zh,Jameson First Shot short film starring Dominic West.,0.917,Drama,China,English,Jason Manella  Peter Jessop  Amy Argyle  Dominic West,Yao Tian
322125,A Perfect Man,6.925,630,Released,3/18/2015,0,103,0,tt4058500,fr,"Two gentlemen battle for the """"prize"""". Things escalate quickly...",9.601,Drama  Thriller,France,Franais,Tom Kenny  Ashley Walsh  Chuck Wojthiewicz,Yann Gozlan
1191603,A Romantic Fragment,0,0,Released,10/14/2023,0,97,0,tt29256505,zh,English,0.785,Drama  Romance  Comedy,China,English,Jacques Gamblin,Yang Pingdao
632464,A Dose of Happiness,6.9,6,Released,11/8/2019,0,100,0,tt10249780,bg,English,2.236,Drama,Bulgaria,English,Monique Pinon-Charlot  Michel Pinon,Yana Titova
716815,A Little Red Flower,6.6,27,Released,12/31/2020,0,128,0,tt12497408,zh,A short film about communication.,5.351,Drama  Family,China,English,Marc Gassot  Niina Sillanp,Yan Han
851714,160 Years Old,4,1,Released,7/28/2021,0,118,0,tt15110662,zh,English,2.022,Drama,China,English,Steven 'Prozak' Shippy  Tim Rooney  Brian Harnois  Adam Eugenio,Yan Bing
427060,Abomination,5.2,5,Released,3/7/2018,0,90,0,tt4667872,en,A dark comedy crime caper short film.,1.623,Thriller  Horror  Crime  Mystery,Philippines,English,Neil Green  Steve Larkin  Patch Adam Perryman  Danny Garrison,Yam Laranas
743133,2000 Songs of Farida,0,0,Released,10/29/2020,0,110,0,tt13346298,uz,Documentary about Der Leone Have Sept Cabeas,1.4,Drama,Uzbekistan,ozbek,Glauber Rocha  Hugo Carvana,Yalkin Tuychiev
58772,A Film Unfinished,6.4,30,Released,8/18/2010,0,89,0,tt1568923,he,English,2.087,History  Documentary,Germany  Israel,English,Nikita Djatkov,Yael Hersonski
1122824,100 Yards,0,0,Released,6/9/2023,0,108,0,tt27881925,zh,A cinematic journey through the world. Non-verbal.,2.294,Action  Drama,China,English,Jos Pea Coto,Xu Junfeng  Xu Haofeng
299117,12 Citizens,7,38,Released,10/19/2014,2074000,108,0,tt3431598,zh,English,4.997,Drama  Crime,China,English,Soliman Cruz  Toni Gonzaga  Joem Bascon,Xu Ang
534220,Abduction 2 Public Domain,0,0,Released,7/7/2018,0,27,0,tt10255464,zh,English,0.6,Documentary  Mystery,China,English,Lily Baldwin  Cassius Brook Dempsey,'Xiongzaixia' Tan Jiahao
241375,7 Assassins,5,9,Released,6/9/2013,0,102,0,tt3552642,zh,English,6.663,Drama  Action  Thriller  History,China,English,Aimee-Lynn Chadwick  Jon Sharkey  Sean Ridgway,Xinxin Xiong
471426,A Loner,7,2,Released,1/25/2018,0,88,0,tt6822788,zh,A forgotten lasagna mutates into a monster.,0.6,Drama,China,English,Franco Rattichiere  Sofia Kreutz  Arianne Brogini  Jos Mojica Marins,Xing Xiao
497058,A Touch of Spring,0,0,Released,9/23/2017,0,87,0,tt5830908,fr,English,0.988,Drama,Canada  China,English,Carolyn Forch  Philip Levine  David St. John,Xiaodan He
61374,8 Times Up,5.9,18,Released,4/14/2010,0,103,0,tt1318061,fr,English,2.194,Drama  Comedy  Romance,France,Franais,Giannis Fertis,Xabi Molia
755760,3 Day Weekend,5.25,4,Released,10/23/2019,0,79,0,tt7631816,en,English,3.243,Thriller,United States of America,English,Alex Honnold  Tommy Caldwell,Wyatt McDill
475303,A Rainy Day in New York,6.5,2140,Released,7/26/2019,23800000,92,25000000,tt7139936,en,English,2.13,Comedy  Romance,United States of America,English,Nikolaus Weidinger  Angeliki Papoulia  Mario Bellatin  Han-Gyeol Lie  Carmen Chaplin,Woody Allen
57270,A Bloody Aria,6,27,Released,5/31/2006,0,115,0,tt0821462,ko,A long story that started and ended at the station.,6.845,Thriller  Action  Horror  Comedy,South Korea,English,English,Won Shin-yeon
66793,15 Till Midnight,3.563,8,Released,1/1/2010,0,110,200000,tt1568798,en,The man sneezes and dies.,1.505,Drama  Mystery  Science Fiction,United States of America,English,Guillaume Lemay-Thivierge,Wolfgang Meyer
962591,2 Kleine Kleutertjes Een Dag Om Nooit Te Vergeten,5,3,Released,4/27/2022,389887,67,0,tt16449300,nl,English,2.391,Animation,Netherlands,Nederlands,Jorge Negrete,Wip Vernooij
70530,A Chinese Fairy Tale,5.5,45,Released,4/21/2011,0,100,0,tt1861421,cn,English,10.107,Fantasy  Action  Adventure  Mystery,Hong Kong  China,English,Alyssa McClelland  Rebecca Frith  John Howard  Gyton Grantley  Amie McKenna,Wilson Yip
852917,A Savannah Haunting,6.154,13,Released,10/28/2022,0,103,0,tt12574708,en,English,3.26,Horror  Drama  Thriller,United States of America,English,Kathryn Calder  A.C. Newman,William Mark McCullough
105962,A Mile in His Shoes,6.1,18,Released,9/5/2011,0,90,0,tt1839390,en,A biographical portrait of Barack Obama.,2.532,Drama  Family,Canada,English,Barack Obama,William Dear
605331,A Couple,0,0,Released,6/8/2019,0,20,0,tt11395800,pt,[Plot kept under wraps],1.4,Drama,Brazil,Portugus,Will Jones,William de Oliveira
633761,3 Bears Christmas,5.8,4,Released,9/24/2019,0,84,300000,tt7987702,en,English,3.016,Family,United States of America,English,English,William Butler
917479,A Perfect Child,0,0,Released,7/6/2017,0,19,0,tt7533842,en,Hong Kong movie,0.97,Drama,Australia,English,Yiu-Cheung Lai  Deric Wan,William Burns
652561, la carte,1.5,2,Released,6/9/2013,0,14,0,tt2815642,en,English,1.223,Comedy,United States of America,English,Anna Skellern  Scoot McNairy  Andrew Hawley,William Branden Blinn
760218,A Light in the Dark,10,1,Released,12/13/2019,0,6,2000,tt12035686,en,English,1.223,Horror  Science Fiction  Thriller,United States of America,English,English,William Blackwell Kinney
57768,A Thousand Kisses,5.667,18,Released,3/9/2006,0,110,0,tt0450440,nl,A documentary focused on plastic pollution in the world's oceans.,1.427,Drama  Romance  Comedy,Netherlands,Nederlands,Craig Leeson  Tanya Streeter,Willem van de Sande Bakhuyzen
775945,A BoereKrismis,0,0,Released,12/3/2020,0,86,0,tt13545826,en,English,1.96,Comedy  Drama  Family  Documentary  TV Movie,South Africa,Afrikaans English,Amber Sealey  Anton Saunders,Willem Grobler
481240,A Decade of Delain  Live at Paradiso,8.4,5,Released,10/27/2017,0,60,0,tt7624448,en,Robert receives a very special birthday present.,1.867,Music,Germany,English,Louis Courchesne  Patrick R. Lacharit,Willem Alkema  Henk van Engen
1084823,A Phone Call,10,1,Released,2/1/2022,0,5,1000,tt14837634,en,English,0.933,Drama,United Kingdom,English,Ehsan Absari  Mehdi Samavat  Mohammad Mehdi Javid Manesh,Will McConnell
994023,A Music Video,0,0,Released,5/27/2021,0,3,19,tt21096224,en,English,0.6,Music,United States of America,English,Paul Hughes  Simon Oliver,Will Jones
154489,A Dairy Tale,5.4,5,Released,9/14/2004,0,3,0,tt0860903,en,English,1.898,Animation,United States of America,English,English,Will Finn  John Sanford
422803,A Shaun the Sheep Movie Farmageddon,6.9,478,Released,9/26/2019,42900000,87,0,tt6193408,en,English,24.18,Family  Animation  Adventure  Comedy,France  United Kingdom,English,Mike McCrudden,Will Becher  Richard Phelan
1069806,A Mystery on the Cattle Hill Express,6,4,Released,3/3/2023,1003956,70,0,tt25627320,no,English,5.517,Family  Animation  Mystery,Norway,Norsk,English,Will Ashurst
1005949,A Cat Called Dom,0,0,Released,9/22/2023,0,60,0,tt21332606,en,English,0.98,Animation  Documentary,United Kingdom,English,English,Will Anderson  Ainslie Henderson
1158410,A Love Story from the Streets,0,0,Released,2/18/2023,0,105,250000,tt26625686,en,English,4.202,Drama,United States of America,English,English,Wil Lewis
843471,A Rogue in Londinium,2,1,Released,3/22/2021,0,100,100000,tt1570961,en,It's about the internet  and it's quite strange.,0.682,Drama  Crime  History  Romance,United States of America,Espaol,Jenny Nicholson  Chris Hansen  Sophie Grace,Whitney Hamilton
799268,A Lonely Night,0,0,Released,2/25/2021,0,20,0,tt14106644,en,English,0.6,Drama,Brazil,English,Lisette St. Louis  Piper McDonald  Dehlia McDonald  Miryam Soto,Weslei Mata
864116,A Day to Die,5.879,199,Released,3/4/2022,0,101,98616,tt14412366,en,English,23.568,Action  Thriller  Crime  Drama,United States of America,English,John O'Mahony  Jonathan Ross  Marcus Brigstocke  Carolyn Backhouse  John Bolton,Wes Miller
